NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
135539;2024;22026037;2211001;Teresina;22;PI;4;1;1;2211001;Teresina;22;PI;1;1;1;1;1422;1384;1396;1410;534.4;624.1;566.4;645;DCCBBEBDEADAEEDCBDCDEADCBCCEDBEDCECEDBCDDAEEB;BADDBCBCACADECBBEBEABADADDAADEEEEADEAECAECEBA;EDDBCDACECBDDAEEBDDCBEBEDDEAADACEBDABCEECCDDB;BBCECCEDBCBCBEBEDDCCDCBCBABCBEACABBBAAABAEDEB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;200;140;180;200;840
2930762;2024;;;;;;;;;3547809;Santo André;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1824551;2024;42024501;4206900;Ibirama;42;SC;2;1;1;4214805;Rio do Sul;42;SC;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2681980;2024;;;;;;;;;2611101;Petrolina;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1259837;2024;;;;;;;;;4216602;São José;42;SC;1;1;1;1;1420;1383;1395;1408;552.6;555.3;570.1;518.4;EDEDAACEAEBABABECADEBECDADCAAEBECEBCCDBEEBEDB;AECABEBBABADADBDBBCACBBCDBAEBEEAEBABCECDCABBE;CAAABECBECADDBBDECDCDAEDEBDACBBEDDDAEAADADEEB;CCDABDCBBCDEDCCABECDDABBBEBCCEACEDADDADBBCDEB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;80;120;120;560
1453018;2024;;;;;;;;;2103406;Coelho Neto;21;MA;1;1;1;1;1421;1386;1397;1409;409.5;377.6;441.9;442.4;DAAADCDECDCECBEDADEBCEEBCBDECEDADCDBAEEDCCEAB;EADBBACDACDECCB.BBECCCDCECCCDCCDABAEAC.DCBCBB;CBCDDEBABACEEDDDCBDBBCEDBCDAEDBADCDCAEDEABBED;CBACDCADDDCCCBBDCBDBBECCDBBBEDBCDACADDDBEDCCE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;120;100;60;100;460
2276520;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1987862;2024;;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1421;1386;1397;1409;533.8;535.2;576.7;596.8;DEADDEBDABCDCEBBBADEEDEDEBDCBAEABABEEEBDCEDEB;ECEAADBEDDAECCEAEBBDADAEAABBECCEAECADDCEDAECB;BACDACBEABDEEBDCBEDBDAEABACBDBDDCBEEDDAECBECA;CDAADAABBEBECADAADCCAACDBDEBEDBEDBCACCCCECBEA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;100;40;520
4023275;2024;;;;;;;;;2611606;Recife;26;PE;1;1;1;1;1421;1386;1397;1409;441.9;565.4;530.2;648.8;DCBCBEEDBCCDBEEADCBCBDBDBDCCBADAEBDEADCDCEAAE;ABEEADACCBCECBEAAECDBCBEEADCBCDEAECABDEADADCA;DCCDCCBECADDEBDACDABDEEACCEBCCBABBBEDDAACDEDB;CDBACACAECDBBEBACBDCBCCCCCEDEABECEBEDADDBECCB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;200;180;200;180;920
3010242;2024;;;;;;;;;5220454;Senador Canedo;52;GO;1;1;1;1;1422;1384;1396;1410;455.9;518.2;521.2;396.6;AACDDCBBCDEEAEECADAECEAECBABBDAEBEBCADDCEEDAB;DAEBBCBAEAEDCDDCDBAADCDBDEEADECEEACAACDEDCEDA;ADDAADDADDBADAEEBDEEBCABDDAABAEDEBDABBDEDBDBA;ABDCCEEDABDCBAECACEACEEBCBACDDBEAEBBCDEBECDAB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;160;80;100;160;600
4004505;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1664991;2024;35004704;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1422;1384;1396;1410;514.7;609;575.8;523.4;ECDBCBDADABCAEDEBECDEEABAEACDBDCBBCEABCCEADCB;DCDBACDBECBDEBDBEBCECCDADECADDECEABBAECADCCDA;AACDBBADECBCDBEEADDAABBEDDADEAADEBCBBAEECCDDB;BCEACBEDADDACCBACDABECCBEECABDBCAACDEBACDCCAC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;120;120;120;640
3705209;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1707535;2024;;;;;;;;;5208905;Goiás;52;GO;1;1;1;1;1420;1383;1395;1408;552.2;453.4;495.2;411.8;EDEECCAEAEEACDACCDDCDADCBADCBCAAAAEBEABEAEDCB;DECBABCEEBBADEBEBDBCAABEDAAEBBBABCCECABCDCDAA;AAADECCEEEADECEDECDBACBAEEDBABECDADDEABCAAEEB;BCEBDADDDEEDDBCBDBDBDCBBDBEBCDEBDCBDBCDDAEACD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;60;80;60;60;0;260
3403146;2024;;;;;;;;;2105401;Itapecuru Mirim;21;MA;1;1;1;1;1420;1383;1395;1408;400.9;0;353.9;395.5;AACCAABADEABACAEACEDABCBBCACACEACCCAABAACBAAC;.............................................;AAADCECAABCDCEBEBCEBBCEDAADBACBEABACDAEDECBAA;BACBCABCBCDEACBBCBEDBDCAECDDCCBCDACEADABAEDBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;4;0;0;0;0;0;0
3114094;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1421;1386;1397;1409;401.2;372.5;465;435.6;DABECAEECCAECDAEAEBAADDB*DACEDDBEBCEAAEABCDBA;DBECACDACAEADBAEDCBEDEBADACBCDDCDEDACACDEDBCA;AACEDCAEEACEEACCDEABDBABDEBDCDCBDEAECDEDDBADB;BDEADDABACEDBECEDDBCDDEABAEDCABAEBDBEED*CBCAD;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;80;80;0;380
186136;2024;;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1420;1383;1395;1408;399.2;516.2;573.4;414.7;EEDDBADECCBBECACCBBCCDBDCADBCDBCEEECCEDDEBEE*;AEBBBDACCDCDAEEEBECDCADBBDBCDDDAECDDAECBDACEC;CBDAEECBECCDDCBDEBDCAADDCBCEDDACDADEDBEABCDEB;DDCECCEBCCDDDEECCEBBCECEBEEEACEBCDBDBDDDCCEAD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;180;160;140;160;760
2505115;2024;;;;;;;;;2613602;São José do Egito;26;PE;1;1;1;1;1421;1386;1397;1409;432.7;377.5;454.5;458.4;DEAAECBBAEAEBCACDBBDDBADBCABCCDAEBDEADECBEDAB;ABEDABBACCACAABCDDDAADADCBEBEACBAEDEBCAAEAAEA;AACADCACBADCEADDCCDDDBCDBCEEAEEEDEDEBDACEBDAE;ADACCCAEADEBBECEBEBCDCDAADCDECBACBD*EACDDCAAB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;6;0;0;0;0;0;0
726224;2024;25093878;2507507;João Pessoa;25;PB;2;1;1;2507507;João Pessoa;25;PB;1;1;1;1;1420;1383;1395;1408;543.1;561;573.5;432.9;EDEBAECACEEDBEDAACCCEBDEAAEABDEACDBCBABDBCDCB;BEBCBCBCDACDBEBDAABEDAECCDADBAAAEEADBEBBDACCC;CAAACECBECEDDBBDEDDBCCEAEBDCABDBDCBDCAECADCED;DDDCADCDACDACBDCEBDCDBAACADDDCDECCCACCBBABBBA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;160;180;720
3682694;2024;33096694;3301702;Duque de Caxias;33;RJ;2;1;1;3301702;Duque de Caxias;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4071501;2024;;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2583170;2024;;;;;;;;;1500909;Augusto Corrêa;15;PA;1;1;1;1;1419;1385;1398;1407;462.3;404.5;387.7;409.7;BDBADEADECCCBEEDCACDEAADCEADBCBCABEADECBBCDBB;DBDECAEADACCDBAABADCBDCDAECADCBDACCAADCBBABCB;EACBACDBACDAEDABDAECDECDBEDDCBDCCDADDAADCAEDC;CAADADCECCCEABAABACACDACBCBACCABBCBDCDBCACDDB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;100;120;80;540
3143491;2024;;;;;;;;;3300100;Angra dos Reis;33;RJ;1;1;1;1;1422;1384;1396;1410;385.6;447.4;534.3;534.8;BADECABEDDABAECEBDAACCBEDEACEBEBAAEECDCBBEDAC;EEBC*ABADBBBEDA.CAA*BEDCEBAADCCADAAEBCCEDDEDA;ABCBBEADECBCDEDEADDCAEAEBDECBBCDEBAABCDECCDBE;CEAACDECADBEAEDEBEDDEEEBEACBBADAEBDDCEACCBBEE;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;160;200;140;840
250202;2024;;;;;;;;;2802908;Itabaiana;28;SE;1;1;1;1;1422;1384;1396;1410;430;515.9;478.8;434.1;BBAECBEBCADEAB*CBECECADBECBEEAEBCCADBABEEBCAD;DADCEBDAECBDEBDCEBDAACBBCEDDABCADABEACCBDCEBA;ABEBCBADACBBDDCEDABDBCCEADBDCEECAADBCBCEBDABD;BADECDEBCDACBDCDBECADADACEBCDEBADCCEEADDBEACB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;60;120;80;80;80;420
955329;2024;;;;;;;;;2704302;Maceió;27;AL;1;1;1;1;1420;1383;1395;1408;439.8;461.1;546.5;646.1;ECDBDDDDBDDCBBAADCDDCABECEDCECEACDBDEADABDDEA;AEDCBDADABBCECDDCEEDBEEACAADCADAABDCCBBBDAACC;CAAEEBCCECBDDAADEBEEBEBDCBDBDADBDADDEBEDADCDA;DEDCDEEADBBEBDDACACCADCDCABBBCBCDACEDCDADABCC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;140;120;120;660
3124385;2024;25083597;2501302;Aroeiras;25;PB;2;1;1;2501302;Aroeiras;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2927211;2024;;;;;;;;;2614501;Surubim;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1374523;2024;;;;;;;;;3304524;Rio das Ostras;33;RJ;1;1;1;1;1421;1386;1397;1409;480.8;583;546.6;468.7;DBCDEBEACBDDCAACDAEBADCDCBEDCEBEEBDCCECECECCB;ADBCADEEEDAECECADBCDEECEDADABCDBAACAABACDBACB;DBCCDDBECADEEBDDCDBBDEAAEACADBDDCAEEEDAECBEDD;CBDEEAEACBCEDBDBECDEACCDBAAD*ECBE.BCADEDBCDAA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;100;580
4030608;2024;28021045;2806701;São Cristóvão;28;SE;2;1;1;2806701;São Cristóvão;28;SE;1;1;1;1;1422;1384;1396;1410;475.3;363.6;361.9;466.3;DCBBCDAAACCAAEECABCEAADBDCAEADBDBECDADDBACBAC;EEAAC.DABABABCBADBDAEEADBBAECBBBDAABCEEAABEED;EBEEABCBCBEAADCBDAACCADADACACABCDACAAEACBCBCC;CBDDCBECBACDAADDBBACCDBEAEABCEEABDCEEBADDBEAD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;120;120;100;560
887825;2024;;;;;;;;;1400100;Boa Vista;14;RR;1;1;1;1;1420;1383;1395;1408;498.9;541.4;542.1;443.7;EAEBBEECDDEDDBBCDBEDDEDDECDEEDDECCEBDEDBDCDAA;DECBBEBDBCDDDEEDECCDBBACECADEBEAEDCADCBADB*ED;CDDACECBEDEDDBAAECBCBCBCEBDBDCBBDAEDBBEDBDEED;BEDECDEDEDCEBDDCBACEDCBDEEDEDAECEDDEECBDEDDDE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;120;640
1472344;2024;26063280;2614709;Tacaimbó;26;PE;2;1;1;2601706;Belo Jardim;26;PE;1;1;1;1;1421;1386;1397;1409;378.4;463.7;368.1;463.3;AECDECBDECCEDDACEBCEAEBAEACDDAAEACDDBEEADEDAB;BAAEEBDEDEACABCADBBABBACBEBBBAEBACDEEEBBEBECA;ABABEDEDDABDEEADDDAEABDAEDEADCBBDADCCBCDEBDBB;DEAABEACDCBBCDDEBCECBEDCACEBBAEADDCCDACCECBCC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;180;160;180;160;820
1367041;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1422;1384;1396;1410;538.7;366;568.7;618.1;CADCBBADDCBDADDCBBEEDAECCACCDCEBCEBBABDADBCEC;DAEBACEEEAEBBBDBEBDECBDEABAAEE...............;ECACADBDECBBDAEEEEBDCCBEDDDABCBDEBDCEDEECACDC;ABCEACBDCCCBBDCECBBABDDBCACCBCDCCBBBDEACBBDDB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;80;140;20;460
3384026;2024;35113967;3540705;Porto Ferreira;35;SP;4;1;1;3540705;Porto Ferreira;35;SP;1;1;1;1;1421;1386;1397;1409;597.5;602.8;608.3;606.9;DDBEEBEBACCEECBCBCADBDCCBDDDEABDEDCEADCACECED;AAEAADEEDEACCEEAAEADBEAEDADAECDEAECAEDEADBECB;AACEACBEDADEEDDDBDABCCBBBDCADDCCCBDEDDDECBEAB;CDAECACCBDCCDEDAEDEBDBCDDCCEDBCEBEDEBCEEEDCCC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;120;80;580
1537376;2024;29291119;2932903;Valença;29;BA;1;1;1;2932903;Valença;29;BA;1;1;1;1;1419;1385;1398;1407;573;547.5;588.2;510.2;BEEABCACDECBCEDEEACDDCACEAAADBADDDEACEBCBDCBE;CBEABADBEACC*BADEAAABEDADBEEEADEEAABDBCEACDDD;DAAACCBCBDEECCABBACCADEEBCBEADEBDCBDADBDDAECB;BEDACBCDEADBCBCDBCCEBBEDEABDECBC*BDA.CEBCADEB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;40;40;100;40;320
864653;2024;;;;;;;;;2921708;Morro do Chapéu;29;BA;1;1;1;1;1419;1385;1398;1407;400.2;341.6;419.9;418.9;CBEBCDCCCACBCCCDBBBDEDAACCABCCAEAAECCCCDEACEB;BBDDEAABBDDEEDDDDCCDDAAACCBBDDEAABBDDEEDDDDCC;CAEDBBAACCBECDDBBDDEBBDEAABBDDEEDCDDCCDDAAACC;CBEDCCEBCCCCADBCCCDBBBDEDACCABCCCACCADBBBAECC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;100;120;100;540
2530126;2024;;;;;;;;;2600054;Abreu e Lima;26;PE;1;1;1;1;1419;1385;1398;1407;419.9;362.6;523.1;482.4;DDCBCEBDDABACDCBEACDABBEEDACAACCDBBDDDCCCBBEC;BAECCDCDAABDCAECEDACEDACABEDCABBCACADECABD.CB;BBEEABDABAEEC.BAEACDADDEBCBECDEABD.DDCDBACACB;ACCBBCBDEDBDBDADCBEEBCEABCBBABCCADDDCEDCAEEBB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;120;180;200;800
3280495;2024;;;;;;;;;2933307;Vitória da Conquista;29;BA;1;1;1;1;1421;1386;1397;1409;462.7;526.8;499.1;513.3;DCABDCBDCACEBEBCAADCADBBDADCBDACBCDEADCACECAB;ABDCADDEBECCCABAEDBCBEBDDADCBDBDAECADCECABCAB;ABDCDCCBCADEDBDBBDABDABDBDAAEBCDCACAEDAECDECD;CDADBDCDDCABCEAEBCCBAACCDBDBCBCCEBDEBACBDADCB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;120;120;160;200;740
4274872;2024;;;;;;;;;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
388777;2024;35165943;3538709;Piracicaba;35;SP;4;1;1;3538709;Piracicaba;35;SP;1;1;1;1;1419;1385;1398;1407;530.1;666.1;634.8;662.7;ECEBBEAEBDBACDEDBACDBCECEBEEADACEDEAECCCEBACD;CAEDBDDBEBCCEDABBAEACBCADBEDEABEEADECADBCDDED;BBAACDDCBDEECEECBACDADEEBCBEDDDBDECDBDDDDCBCB;BCDAABACDECBBCBBADCEBBCCEEABCDDDAEEBCADBBECBA;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;200;160;140;200;840
549312;2024;15567648;1500800;Ananindeua;15;PA;4;1;1;1500800;Ananindeua;15;PA;1;1;1;1;1421;1386;1397;1409;585.2;571.4;593.5;451.1;DDDCAECBABCCEEBCBDBDEABCDCDDBCBAEDDDAEAACACED;ABBEADAECBEEDECDABADBEABBCDCABCDCECEEDEEBCECE;AACCACBECABEEBDCCDBBCABDBACDAEDDBBDEDDCECBEED;CDAEBECECCDBBEBAAEEADDECBBDEBAAAEBBBCDCBCDADB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;200;200;180;200;940
3718449;2024;23162406;2304202;Crato;23;CE;2;1;1;2304202;Crato;23;CE;0;1;1;0;;1384;1396;;;423.2;560.4;;;AEDBAECCCEABADCDECAEABCDCBAABDCEBADDAEDDBDACA;DCDCAEADECBBDEDEBDEABCBADDCADCBAEECCECDECACDC;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;120;80;120;0;440
3898321;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1419;1385;1398;1407;572;618.6;529.8;669.6;BABABCCEDDAEDECDCBBDACBCECEDBAAAABEBDECDBDCCB;CAEEDDDBEBECEDABBAEACEEADEEDEBDEAABECBBBCDBBB;BEBADDDAADEECEAAEBCBADEEBDBEEDBBDDBDBDDEDDDCD;CADABBBAEDECCDEBADCEBCCEAEDCDBEDABEACBCABDCCD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;160;120;660
